Aaien	Aaide	Geaaid
Verroeien	Verroeide	Verroeid
Verroesten	Verroestte	Verroest
Verroken	Verrookte	Verrookt
Verrollen	Verrolde	Verrold
Verronselen	Verronselde	Verronseld
Verroomsen	Verroomste	Verroomst
Verruigen	Verruigde	Verruigd
Verruwen	Verruwde	Verruwd
Versassen	Versaste	Versast
Verschalen	Verschaalde	Verschaald
Verscharen	Verschaarde	Verschaard
Verschelen	Verscheelde	Verscheeld
Verschenken	Verschonk	Verschonken
Verschepen	Verscheepte	Verscheept
Verscherpen	Verscherpte	Verscherpt
Verscherven	Verscherfde	Verscherfd
Verschikken	Verschikte	Verschikt
Verschilferen	Verschilferde	Verschilferd
Verschoppen	Verschopte	Verschopt
Verschralen	Verschraalde	Verschraald
Verschranken	Verschrankte	Verschrankt
Verschrijven	Verschreef	Verschreven
Verschroeien	Verschroeide	Verschroeid
Verschroten	Verschrootte	Verschroot
Verschudden	Verschudde	Verschud
Verschutten	Verschutte	Verschut
Versificeren	Versificeerde	Geversificeerd
Versifiëren	Versifieerde	Geversifieerd
Versimpelen	Versimpelde	Versimpeld
Versjachelen	Versjachelde	Versjacheld
Versjacheren	Versjacherde	Versjacherd
Versjouwen	Versjouwde	Versjouwd
Versjteren	Versjteerde	Versjteerd
Verslampampen	Verslampampte	Verslampampt
Verslapen	Versliep	Verslapen
Verslaven	Verslaafde	Verslaafd
Verslechten	Verslechtte	Verslecht
Verslensen	Verslenste	Verslenst
Verslepen	Versleepte	Versleept
Versleuren	Versleurde	Versleurd
Verslibben	Verslibde	Verslibd
Verslijken	Verslijkte	Verslijkt
Verslijmen	Verslijmde	Verslijmd
Verslikken	Verslikte	Verslikt
Verslingeren	Verslingerde	Verslingerd
Verslodderen	Verslodderde	Verslodderd
Versloffen	Verslofte	Versloft
Verslonzen	Verslonsde	Verslonsd
Versluieren	Versluierde	Versluierd
Versluizen	Versluisde	Versluisd
Versmallen	Versmalde	Versmald
Versmeden	Versmeedde	Versmeed
Versmijten	Versmeet	Versmeten
Versmoren	Versmoorde	Versmoord
Versmullen	Versmulde	Versmuld
Versnipperen	Versnipperde	Versnipperd
Versnoepen	Versnoepte	Versnoept
Versoberen	Versoberde	Versoberd
Versoepelen	Versoepelde	Versoepeld
Versomberen	Versomberde	Versomberd
Verspaansen	Verspaanste	Verspaanst
Verspanen	Verspaande	Verspaand
Verspannen	Verspande	Verspannen
Verspelden	Verspeldde	Verspeld
Verspenen	Verspeende	Verspeend
Verspijkeren	Verspijkerde	Verspijkerd
Verspinnen	Verspon	Versponnen
Versplinteren	Versplinterde	Versplinterd
Verspreken	Versprak	Versproken
Verspringen	Versprong	Versprongen
Verstadsen	Verstadste	Verstadst
Verstalen	Verstaalde	Verstaald
Verstallen	Verstalde	Verstald
Verstappen	Verstapte	Verstapt
Verstarren	Verstarde	Verstard
Verstedelijken	Verstedelijkte	Verstedelijkt
Versteedsen	Versteedste	Versteedst
Versteken	Verstak	Verstoken
Verstempelen	Verstempelde	Verstempeld
Versterven	Verstierf	Verstorven
Verstieren	Verstierde	Verstierd
Verstillen	Verstilde	Verstild
Verstoelen	Verstoelde	Verstoeld
Verstoffelijken	Verstoffelijkte	Verstoffelijkt
Verstoken	Verstookte	Verstookt
Verstokken	Verstokte	Verstokt
Verstommen	Verstomde	Verstomd
Verstompen	Verstompte	Verstompt
Verstouten	Verstoutte	Verstout
Verstraffen	Verstrafte	Verstraft
Verstrakken	Verstrakte	Verstrakt
Verstrammen	Verstramde	Verstramd
Verstrengelen	Verstrengelde	Verstrengeld
Verstuiven	Verstoof	Verstoven
Verstuwen	Verstuwde	Verstuwd
Versuffen	Versufte	Versuft
Versuikeren	Versuikerde	Versuikerd
Versukkelen	Versukkelde	Versukkeld
Vertakelen	Vertakelde	Vertakeld
Vertakken	Vertakte	Vertakt
Vertappen	Vertapte	Vertapt
Vertassen	Vertaste	Vertast
Vertasten	Vertastte	Vertast
Vertederen	Vertederde	Vertederd
Vertekenen	Vertekende	Vertekend
Verteuten	Verteutte	Verteut
Vertienden	Vertiendde	Vertiend
Vertienvoudigen	Vertienvoudigde	Vertienvoudigd
Vertillen	Vertilde	Vertild
Vertimmeren	Vertimmerde	Vertimmerd
Vertinnen	Vertinde	Vertind
Vertonnen	Vertonde	Vertond
Vertrappelen	Vertrappelde	Vertrappeld
Vertreden	Vertrad	Vertreden
Vertreuzelen	Vertreuzelde	Vertreuzeld
Vertroebelen	Vertroebelde	Vertroebeld
Vertuien	Vertuide	Vertuid
Vertuisen	Vertuiste	Vertuist
Vertwijfelen	Vertwijfelde	Vertwijfeld
Veruiterlijken	Veruiterlijkte	Veruiterlijkt
Veruitwendigen	Veruitwendigde	Veruitwendigd
Vervagen	Vervaagde	Vervaagd
Vervalen	Vervaalde	Vervaald
Vervalsen	Vervalste	Vervalst
Vervaren	Vervaarde	Vervaard
Vervaren	Vervoer	Vervaren
Vervellen	Vervelde	Verveld
Vervenen	Verveende	Verveend
Verversen	Ververste	Ververst
Vervetten	Vervette	Vervet
Verviervoudigen	Verviervoudigde	Verviervoudigd
Vervijfvoudigen	Vervijfvoudigde	Vervijfvoudigd
Vervilten	Verviltte	Vervilt
Vervlaamsen	Vervlaamste	Vervlaamst
Vervlakken	Vervlakte	Vervlakt
Vervlechten	Vervlocht	Vervlochten
Vervlieden	Vervlood	Vervloden
Vervlieten	Vervloot	Vervloten
Vervloeien	Vervloeide	Vervloeid
Vervloeken	Vervloekte	Vervloekt
Vervoederen	Vervoederde	Vervoederd
Vervolledigen	Vervolledigde	Vervolledigd
Vervorderen	Vervorderde	Vervorderd
Vervrachten	Vervrachtte	Vervracht
Vervriezen	Vervroor	Vervroren
Vervrolijken	Vervrolijkte	Vervrolijkt
Vervrouwelijken	Vervrouwelijkte	Vervrouwelijkt
Vervuilen	Vervuilde	Vervuild
Vervuren	Vervuurde	Vervuurd
Verwaardigen	Verwaardigde	Verwaardigd
Verwaarlozen	Verwaarloosde	Verwaarloosd
Verwasemen	Verwasemde	Verwasemd
Verwassen	Verwaste	Verwassen
Verwassen	Verwies	Verwassen
Verwedden	Verwedde	Verwed
Verwegen	Verwoog	Verwogen
Verweiden	Verweidde	Verweid
Verwekelijken	Verwekelijkte	Verwekelijkt
Verweken	Verweekte	Verweekt
Verweldigen	Verweldigde	Verweldigd
Verwelven	Verwelfde	Verwelfd
Verwensen	Verwenste	Verwenst
Verwereldlijken	Verwereldlijkte	Verwereldlijkt
Verwesteren	Verwesterde	Verwesterd
Verwestersen	Verwesterste	Verwesterst
Verwetenschappelijken	Verwetenschappelijkte	Verwetenschappelijkt
Verweven	Verweefde	Verweven
Verwezen	Verweesde	Verweesd
Verwijden	Verwijdde	Verwijd
Verwijlen	Verwijlde	Verwijld
Verwijven	Verwijfde	Verwijfd
Verwijzen	Verwees	Verwezen
Verwilderen	Verwilderde	Verwilderd
Verwinden	Verwond	Verwonden
Verwinnen	Verwon	Verwonnen
Verwinteren	Verwinterde	Verwinterd
Verwonen	Verwoonde	Verwoond
Verworgen	Verworgde	Verworgd
Verwurgen	Verwurgde	Verwurgd
Verzaden	Verzaadde	Verzaad
Verzagen	Verzaagde	Verzaagd
Verzakelijken	Verzakelijkte	Verzakelijkt
Verzamen	Verzaamde	Verzaamd
Verzanden	Verzandde	Verzand
Verzeilen	Verzeilde	Verzeild
Verzelfstandigen	Verzelfstandigde	Verzelfstandigd
Verzellen	Verzelde	Verzeld
Verzengen	Verzengde	Verzengd
Verzepen	Verzeepte	Verzeept
Verzesvoudigen	Verzesvoudigde	Verzesvoudigd
Verzetten	Verzette	Verzet
Verzieden	Verziedde	Verzoden
Verzieken	Verziekte	Verziekt
Verzien	Verzag	Verzien
Verzilten	Verziltte	Verzilt
Verzilveren	Verzilverde	Verzilverd
Verzinnebeelden	Verzinnebeeldde	Verzinnebeeld
Verzitten	Verzat	Verzeten
Verzoenen	Verzoende	Verzoend
Verzolen	Verzoolde	Verzoold
Verzotten	Verzotte	Verzot
Verzouten	Verzoutte	Verzout
Verzouten	Verzoutte	Verzouten
Verzuchten	Verzuchtte	Verzucht
Verzuilen	Verzuilde	Verzuild
Verzuipen	Verzoop	Verzopen
Verzusteren	Verzusterde	Verzusterd
Verzwageren	Verzwagerde	Verzwagerd
Verzwaren	Verzwaarde	Verzwaard
Verzwendelen	Verzwendelde	Verzwendeld
Verzweren	Verzwoor	Verzworen
Verzwieren	Verzwierde	Verzwierd
Verzwijgen	Verzweeg	Verzwegen
Verzwijnen	Verzwijnde	Verzwijnd
Verzwikken	Verzwikte	Verzwikt
Verzwinden	Verzwond	Verzwonden
Vesten	Vestte	Gevest
Veteren	Veterde	Geveterd
Vetten	Vette	Gevet
Vetweiden	Vetweidde	Gevetweid
Vexeren	Vexeerde	Gevexeerd
Vezelen	Vezelde	Gevezeld
Vierendelen	Vierendeelde	Gevierendeeld
Vierkanten	Vierkantte	Gevierkant
Vigeren	Vigeerde	Gevigeerd
Vigileren	Vigileerde	Gevigileerd
Vijlen	Vijlde	Gevijld
Vijzelen	Vijzelde	Gevijzeld
Vijzen	Vees	Gevezen
Vindiceren	Vindiceerde	Gevindiceerd
Vingeren	Vingerde	Gevingerd
Vinken	Vinkte	Gevinkt
Vissen	Viste	Gevist
Vitamineren	Vitamineerde	Gevitamineerd
Vlaggen	Vlagde	Gevlagd
Vlakken	Vlakte	Gevlakt
Vlammen	Vlamde	Gevlamd
Vlassen	Vlaste	Gevlast
Vlechtbenen	Vlechtbeende	Gevlechtbeend
Vlechten	Vlocht	Gevlochten
Vleien	Vleide	Gevleid
Vletten	Vlette	Gevlet
Vlezen	Vleesde	Gevleesd
Vlieden	Vlood	Gevloden
Vliegen	Vloog	Gevlogen
Vliegeren	Vliegerde	Gevliegerd
Vlijmen	Vlijmde	Gevlijmd
Vlinderen	Vlinderde	Gevlinderd
Vloeken	Vloekte	Gevloekt
Vloeren	Vloerde	Gevloerd
Vlokken	Vlokte	Gevlokt
Vlooien	Vlooide	Gevlooid
Vluggeren	Vluggerde	Gevluggerd
Vocaliseren	Vocaliseerde	Gevocaliseerd
Vochten	Vochtte	Gevocht
Voeden	Voedde	Gevoed
Voedsteren	Voedsterde	Gevoedsterd
Voetballen	Voetbalde	Gevoetbald
Voeteren	Voeteerde	Gevoeteerd
Vogelen	Vogelde	Gevogeld
Vol	Volbouwde	Volbouwd
Volbrengen	Volbracht	Volbracht
Volgroeien	Volgroeide	Volgroeid
Volksdansen	Volksdanste	Gevolksdanst
Vollen	Volde	Gevold
Volleren	Volleerde	Gevolleerd
Volleyballen	Volleybalde	Gevolleybald
Volleyen	Volleyde	Gevolleyd
Volmachtigen	Volmachtigde	Gevolmachtigd
Voltekenen	Voltekende	Voltekend
Vonkelen	Vonkelde	Gevonkeld
Vonken	Vonkte	Gevonkt
Vooronderstellen	Vooronderstelde	Voorondersteld
Voorvoelen	Voorvoelde	Voorvoeld
Vossen	Voste	Gevost
Voteren	Voteerde	Gevoteerd
Vozen	Voosde	Gevoosd
Vriesdrogen	Vriesdroogde	Gevriesdroogd
Vriezen	Vroor	Gevroren
Vrijbuiten	Vrijbuitte	Gevrijbuit
Vrijwielen	Vrijwielde	Gevrijwield
Vuilbekken	Vuilbekte	Gevuilbekt
Vulgariseren	Vulgariseerde	Gevulgariseerd
Vulkaniseren	Vulkaniseerde	Gevulkaniseerd
Vutten	Vutte	Gevut
Waaieren	Waaierde	Gewaaierd
Waggelbenen	Waggelbeende	Gewaggelbeend
Walen	Waalde	Gewaald
Walgen	Walgde	Gewalgd
Walken	Walkte	Gewalkt
Wallebakken	Wallebakte	Gewallebakt
Wallen	Walde	Gewald
Walmen	Walmde	Gewalmd
Walsen	Walste	Gewalst
Wamen	Waamde	Gewaamd
Wammen	Wamde	Gewamd
Wanboffen	Wanbofte	Gewanboft
Wanen	Waande	Gewaand
Wanten	Wantte	Gewant
Wantrouwen	Wantrouwde	Gewantrouwd
Warrelen	Warrelde	Gewarreld
Warren	Warde	Geward
Wasemen	Wasemde	Gewasemd
Waterfietsen	Waterfietste	Gewaterfietst
Watergolven	Watergolfde	Gewatergolfd
Waterpassen	Waterpaste	Gewaterpast
Waterskiën	Waterskiede	Gewaterskied
Watertanden	Watertandde	Gewatertand
Watteren	Watteerde	Gewatteerd
Wauwelen	Wauwelde	Gewauweld
Wecken	Weckte	Geweckt
Wedden	Wedde	Gewed
Wedervaren	Wedervoer	Wedervaren
Weekeinden	Weekeindde	Geweekeind
Weekenden	Weekendde	Geweekend
Weeklagen	Weeklaagde	Geweeklaagd
Weerlichten	Weerlichtte	Geweerlicht
Weerschijnen	Weerscheen	Weerschenen
Weerspreken	Weersprak	Weersproken
Weerstreven	Weerstreefde	Weerstreefd
Wegbelasten	Wegbelastte	Wegbelast
Wegeren	Wegerde	Gewegerd
Welken	Welkte	Gewelkt
Wellen	Welde	Geweld
Welven	Welfde	Gewelfd
Wenken	Wenkte	Gewenkt
Weren	Weerde	Geweerd
Wervelen	Wervelde	Gewerveld
Westelijken	Westelijkte	Gewestelijkt
Weten	Wist	Geweten
Weven	Weefde	Geweven
Wezen	Was	Geweest
Whisten	Whistte	Gewhist
Wichelen	Wichelde	Gewicheld
Wieberen	Wieberde	Gewieberd
Wieken	Wiekte	Gewiekt
Wielen	Wielde	Gewield
Wiemelen	Wiemelde	Gewiemeld
Wieroken	Wierookte	Gewierookt
Wiewauwen	Wiewauwde	Gewiewauwd
Wiggelen	Wiggelde	Gewiggeld
Wijlen	Wijlde	Gewijld
Wildwaterkanoën	Wildwaterkanode	Gewildwaterkanood
Willigen	Willigde	Gewilligd
Windsurfen	Windsurfte	Gewindsurft
Winkelen	Winkelde	Gewinkeld
Winteren	Winterde	Gewinterd
Wispelen	Wispelde	Gewispeld
Wispelstaarten	Wispelstaartte	Gewispelstaart
Woeden	Woedde	Gewoed
Wokken	Wokte	Gewokt
Wolmaniseren	Wolmaniseerde	Gewolmaniseerd
Wolven	Wolfde	Gewolfd
Wonderen	Wonderde	Gewonderd
Workshoppen	Workshopte	Geworkshopt
Wortelen	Wortelde	Geworteld
Worteltrekken		
Wrensen	Wrenste	Gewrenst
Wriggelen	Wriggelde	Gewriggeld
Wrikkelen	Wrikkelde	Gewrikkeld
Wrochten	Wrochtte	Gewrocht
Wroegen	Wroegde	Gewroegd
Wrokken	Wrokte	Gewrokt
Wrongelen	Wrongelde	Gewrongeld
Wuiven	Wuifde	Gewuifd
Wurmen	Wurmde	Gewurmd
Xeroxen	Xeroxte	Gexeroxt
Yahtzeeën	Yahtzeede	Geyahtzeed
Yellen	Yelde	Geyeld
Zabbelen	Zabbelde	Gezabbeld
Zabberen	Zabberde	Gezabberd
Zagen	Zaagde	Gezaagd
Zaligen	Zaligde	Gezaligd
Zamelen	Zamelde	Gezameld
Zanden	Zandde	Gezand
Zandstralen	Zandstraalde	Gezandstraald
Zaniken	Zanikte	Gezanikt
Zanten	Zantte	Gezant
Zappen	Zapte	Gezapt
Zeefdrukken	Zeefdrukte	Gezeefdrukt
Zegepralen	Zegepraalde	Gezegepraald
Zeilen	Zeilde	Gezeild
Zekeren	Zekerde	Gezekerd
Zemelen	Zemelde	Gezemeld
Zemelknopen	Zemelknoopte	Gezemelknoopt
Zemen	Zeemde	Gezeemd
Zenderhoppen	Zenderhopte	Gezenderhopt
Zengen	Zengde	Gezengd
Zetelen	Zetelde	Gezeteld
Zeulen	Zeulde	Gezeuld
Zeuren	Zeurde	Gezeurd
Zeveren	Zeverde	Gezeverd
Ziegezagen	Ziegezaagde	Geziegezaagd
Zieken	Ziekte	Geziekt
Zieltogen	Zieltoogde	Gezieltoogd
Zigzaggen	Zigzagde	Gezigzagd
Zijn	Was	Geweest
Zijpelen	Zijpelde	Gezijpeld
Zinderen	Zinderde	Gezinderd
Zingen	Zong	Gezongen
Zippen	Zipte	Gezipt
Zoetvijlen	Zoetvijlde	Gezoetvijld
Zoeven	Zoefde	Gezoefd
Zolderen	Zolderde	Gezolderd
Zolen	Zoolde	Gezoold
Zomen	Zoomde	Gezoomd
Zomeren	Zomerde	Gezomerd
Zoomen	Zoomde	Gezoomd
Zottebollen	Zottebolde	Gezottebold
Zuidelijken	Zuidelijkte	Gezuidelijkt
Zuimen	Zuimde	Gezuimd
Zuipen	Zoop	Gezopen
Zullen	Zou	
Zulten	Zultte	Gezult
Zuren	Zuurde	Gezuurd
Zwabberen	Zwabberde	Gezwabberd
Zwalken	Zwalkte	Gezwalkt
Zwalpen	Zwalpte	Gezwalpt
Zwaluwstaarten	Zwaluwstaartte	Gezwaluwstaart
Zwammen	Zwamde	Gezwamd
Zwanzen	Zwansde	Gezwansd
Zwartepieten	Zwartepiette	Gezwartepiet
Zwartselen	Zwartselde	Gezwartseld
Zwatelen	Zwatelde	Gezwateld
Zwavelen	Zwavelde	Gezwaveld
Zweden	Zweedde	Gezweed
Zwelen	Zweelde	Gezweeld
Zwelgen	Zwolg	Gezwolgen
Zwemen	Zweemde	Gezweemd
Zwengelen	Zwengelde	Gezwengeld
Zweven	Zweefde	Gezweefd
Zwiepen	Zwiepte	Gezwiept
Zwierbollen	Zwierbolde	Gezwierbold
Zwieren	Zwierde	Gezwierd
Zwijmelen	Zwijmelde	Gezwijmeld
Zwijmen	Zwijmde	Gezwijmd
Zwikken	Zwikte	Gezwikt
Zwingelen	Zwingelde	Gezwingeld
Zwirrelen	Zwirrelde	Gezwirreld
